사용자명,별점 평가,별점,리뷰 평가,리뷰 내용
e뻔한세상,긍정적,7,부정,기존 의 에반게리온 티비 판 요약 본이라고 보면 된다 같은 내용 으로 추린거 라 약간 은 실망했지만 티비 판 을 모두 본 에바 팬 으로 7 점 준다
yS,부정적,0,부정,적그리스도 사탄 만화
Link,부정적,6,부정,너무 기분 이 안좋아서 기분 전환 하기 위해 봤다
김호연,긍정적,10,부정,하앍
클래식리절트,긍정적,8,부정,사도 의 침략 을 이해 하기 위해 만화책 을 봐 야하는 결코 친절하지 않은 영화 그냥 사도 5 호 와 6 호의 침략 을 스크린 으로 구경해 라 라는 식 의 거만한 일본 애니 의 자신감 이 느껴진다 그런데도 그 웅장 함 에 몰입 했다 조금 만 더 설명 을 해줬다면다 들 웃으며 봤을텐데
howare,부정적,5,부정,왠지 세계 2 차 대전 에서 일본 이 이렇게 싸우지 않았나 싶네요 자기 자식 인데 도 위험한 일 시키고서 웃기 나 하는 그런 아버지 보면서 씁쓸하면서 이해 할 수 없는 일본인 특유 의 감정 이 보이네요
휴면 사용자,긍정적,10,부정,에반게리온 이해 하려면 시간 좀 많이 걸린다는
휴면 사용자,긍정적,10,부정,오거 넘 제 미있으면서도 실감 나 요 서는 뭐 좋았고 근데 에반게리온 파는 완전 넘제밌엉
휴면 사용자,긍정적,10,부정,이 거 폰 캐스트 어플 에서 볼 수 있던데 꽤 좋았어
시싱요,긍정적,8,부정,원작 애니매이션 의 복습 처음 보는 사람과 영화 가 끝나고 대화 하면 좋을 영화
코우필드,긍정적,8,부정,괜찮은데 매니아 의 극 성 때문 에 비 매니아 는 멀리 하게 되는 애니메이션 이다
간장치킨,긍정적,9,부정,"에 반 게이온 은 신 이 주신 애니 이렇게 일본 에서 떠 도 는 소문 너무 앞서 간것 같아요 
 근데 좀 야하다"
benihil,긍정적,8,부정,에바 좋아하긴 하는데 너무 우려 낸다 사골 게리온 같으니
휴면 사용자,긍정적,10,부정,만화 는 집 에서 보는 건줄 알았지만
0000000000,부정적,4,부정,새로운 에피소드 가 없는게 아쉽다 하지만 6 사도 의 경우 판 보다 더 멋있다고 해야 할까 다시 보는 에반게리온 제목 그대로 기본 에 충실했다 서는 화질 과 를 더 업그레이드 시켜 판이 더 기 대대 는 영화 다
우아한슬픔,부정적,6,부정,아 지루해 역시 만화 는 집 에서 봐야혀
coolgirl,긍정적,8,부정,이 만화영화 가 내 스타일 이라서 재밌다 인간 의 본성 철학 심리 인문 죄다 수렴 그러기에 다수 의 영화 같진 않다 그런데 느낌있고 임팩트 있는 부인 할수 없는 묘함 을 발산 하는 재패 니 매이 션임 에는 틀림 이 없다
,긍정적,8,부정,에바 6 살때 인가 부터 애니원 으로 본거 같은데 아직도 극장판 이 나오네요
봄은 온다,부정적,0,부정,시리즈 를 보지 못 한 나로 선 너무 어렵고 답답하고 어 두 울 뿐 그래서 시리즈 를 찾으러 감
XODNJS3213,긍정적,10,부정,재활용 에반게리온 하지만 무한 루프 설도 믿을 법 한 작가 는 천재 일까 아님 싸이코 일까 소름 낄 칠 정도 의 설정
탈퇴한 사용자,긍정적,10,부정,내 인생 을 바꾼 작품 그것 이 신 극장판 으로 나오다니 인생 두번째 전환 점 이군
흑기사,긍정적,10,부정,나이스 그래피쿠
휴면 사용자,긍정적,10,부정,인간 을 잘 표현 한 최대 의 작품
휴면 사용자,긍정적,8,부정,판 과 엔드 오브 에바 까지 본 본인 은 처음 볼때 내 가 1 편 을 잘 못 틀었다는 착각 이 들 정도 로 16 편 짜집기 였다 그래도 볼 만 했던 건 비쥬 얼 이고 새로운 엔딩 이 있다고 하니 기대할 뿐 세기 말 최고 였던 애니
김연재,부정적,5,부정,오타쿠 를 위 한 만화 만 아니었음 좋았는데 또 그래픽 빼곤 우려 먹어서 조금 아쉬웠네요
,부정적,3,부정,잘만 든 애니메이션 같다는 느낌 은 들지만 재미 는 없네
,긍정적,7,부정,재미 는 있었는 데 원작 이랑 너무 같아서 좀 우려 먹어서 실망 파 에서 우려 먹는 일 은 그만
난다뿅,긍정적,8,부정,이건 그냥 애 들 만화가 아니니까 어렵다 느낄수도 있지만 계속 보다 보면 그 깊은 맛 을 느끼게 될 것 이다
김경연,긍정적,7,부정,나 에겐 좀 어려운
남윤민,긍정적,9,부정,역시 에반게리온 은 볼수록 내용 이 어렵더군요 수준 있는 애니
휴면 사용자,긍정적,10,부정,"에반게리온 정말 좋아요 너무 좋아서 잔혹한 천사 의 테제 이 오프닝 곡 도 듣는다는 

 그리구 엔드 오브 에바 에서 감독 의 메세지 오타쿠 박멸 정말 교감 이 팍팍 들었다 능"
유혜원,긍정적,10,부정,인간 내면 의 깊은 곳 까지 닿아있는 생각 하게 만드는 애니
,긍정적,8,부정,비주 얼면에서 그닥 전작 과의 차이는 모르겠다 오히려 10년 전 애니 를 보고 게거품 문 기 억만 어 쨋 든 다음 편이 기다려진 다그 만큼 기 대가 는 애니 신지 가 참 짜증났는데 지 금은 신지 에게 동정 이
영상시인,긍정적,7,부정,지독하게 답답한 느낌 그 참을 수 없는 우울함 이 염세 주의 적 세계관 을 어둡게 만든다
,긍정적,10,부정,영화 내내 우울한 기운 이 엄습하 지만 그 다음 을 기다리게 만드는
택권-_-v,긍정적,10,부정,인류 보완 계획 오타쿠 신지 보완 계획 이란 이야기 가 있다 첫 번은 실패했었고 팬 을 자처 오타쿠 들 의 테러 로 엔드 오브 에바 를 만들었다고 알고있다 마지막 에 카오루 의 두번째 라는 암시 가 있다 감독 은 또 기회 를 주는 건가
란트리아,긍정적,7,부정,그래픽 이랑은 확실히 좋아지긴 했는데 화면 이 너무 어둡고 내용 이 별로 안 변했내요 파 나오면 좀 바뀐 부분 이 생기려나
휴면 사용자,부정적,3,부정,옛날 것 이 훨씬 나아요 모르는 분 들 은 이상한 소리 하지 마시고 옛날 거 먼저 보세요
,부정적,0,부정,창의력 이 고갈 된 퇴물 감독 의 궁색 엉 성 한 심 따분 초 라 치졸하며 기만 적 이기 까지 한 졸작
사막의여우,긍정적,7,부정,"너무나도 오래 기다려 왔던 에반게리온 
 티비 극 화의 16 편 을 각색 한 것 이라 조금 은 식상한면도 있었지만 어서 2 편이 나왔으면 한다"
홍사부,부정적,5,부정,예전 같지가 않다 추천 하고 싶지는 않군
키티호크,긍정적,9,부정,꼭 한번 보삼
휴면 사용자,부정적,5,부정,뽀삐 주인 님 리믹스 라 뇨 리믹스 가 아니라 리메이크 입니다 이 병신 아
폴리아미,부정적,5,부정,이 거 만화 안 봤는데 그냥 볼 만 했다
뽀삐주인,부정적,1,부정,이 젠 영화 도 리믹스 냐 차라리 만화책 을 사다 보 든지 굴러 다니는 보시게나 돈 주고 리믹스 를 보다니 돈 이 썩나요
모아님도,긍정적,10,부정,극장 가서 볼것 반드시
휴면 사용자,긍정적,10,부정,"짱 이예 요 
 다운 받아 보지 마세요 
 돈 이 아깝지 않음 정말 100 점 이 만점 인게 아까울 정도 주저 말고 보 3"
WAD,긍정적,10,부정,영화 의 내용 작품 성은 생각 안 하고 단지 판 을 울거 먹었다고 평점 낮게 준 사람 들 은 이 영화 를 볼 가치 가 없다 예전 의 그 벅찬 감동 을 이 만큼이나 다시 느끼게 해주는 것 이 쉬운 일 인줄 아 나
이가원,긍정적,10,부정,"상영 관 안 의 모든 관객 이 숨 죽였던 야시 마 작전 
 기대 를 완전히 뛰어 넘었던 극장판 
 이제 그 기 대감 을 안고 다시 파 를 기다리겠습니다"
chune-jae,긍정적,10,부정,말 이 필요없는 최고
휴면 사용자,긍정적,10,부정,대박 최고 판 보다 훨씬 좋아졌 씀 예 를 들자면 필드 가 무지개 색판 은 기 냥 주황색 내용 짱 아 그리고 저 는 판 보다 영화 먼저 보고 너무 재밌어서 판 인터넷 으로 찾아봤 슴
Last_signaL,긍정적,10,부정,원래 에반 을 좋아 햇 고 이번 서 편 보고서 원 이미지 와는 또 다르 기도 하고 그래픽 도 좋아졌기에
될늠,긍정적,10,부정,스토리 는 거의 똑같았지만 그래도 액션 감 이 바뀌어서 그런지 훨씬 좋았다 정말 다음 편이 기대 됩니다 최고 최고
스탠딩,부정적,2,부정,영화 보면서 내내 앞 으로 넘기기 했다 영화 의 긴장감 은 떨어지고 미래세 계 의 최첨단 과학기술 을 선보이 기는 하나 만화 의 스타일 자체 가 매우 진부하여 새로운 느낌 을 주지 못 한다 한마디 로 지루하고 신선하지 못 했다
휴면 사용자,긍정적,10,부정,"엄청 보고 싶어 죽겠어요 언제 방영 하나요 존나 보고 싶어요 
 에반게리온 은 다 봤어요 이번 에 나오는 에반게리온 서도 보고 싶습니다"
이대로,부정적,6,부정,서 시리즈 를 짜지은 것 일 뿐 지금 까지의 극장판 과 별반 차이 가 없음 파 를 다시 한번 기대하며
탈퇴한 사용자,긍정적,10,부정,말 이 필요없다
sylee,긍정적,10,부정,최고 최고 이전 내용 그대로 아니고 엄청 다른데 전체 적 인 흐름 만 같지 세부 적 인 건 완전 달라 요 에바 매니아 라면 다 알듯
꿀단지,부정적,6,부정,티비 판 을 안 봤거나 에반게리온 의 원래 팬 이 아니었다면 별로 인 영화 애니메이션 인데 도 지루하더군요
,긍정적,10,부정,"다음 편 기대하며 당 연 10 점 
 
                저 거 만든 사람 천 잰 가바"
휴면 사용자,긍정적,10,부정,너무 보고싶어요 아직 에바 는 26 편 까지 봤는데 그런데 여기 서 결말 나오나
우영,부정적,0,부정,
야광미사일,긍정적,10,부정,엔딩크레딧 이 올라가도 나오지 마세요 다시 듣는 미사 또 에 써비 스써비스
Soye,긍정적,10,부정,애니 를 보신 분 이 확실히 보기 가 더 편할거예요 앞 으로의 전개 가 기대 됩니다
김상윤,긍정적,9,부정,
강현무,긍정적,9,부정,저기 사골 좋아하세요 좋아합니다 사골
BrightRoot,긍정적,10,부정,10 점 아깝지 않습니다 역시 에반게리온 의 명성 답 게 대작 이 였습니다 이해 한 대시 는 분 들 은 판 으로 보시던지 왜 영화 를 까십니까 말 그대로 에반게리온 서 입니다 21 세기 에 마 춘 에반게리온 감동 입니다
Corona,부정적,0,부정,10 점 준 쇼 끼들 다 씹덕후 들임 아 돈 아까워
빵발,부정적,2,부정,극장판 이라 기대했는데 시리즈 비디오 시리즈 로 나온거 이어 붙인거 차라리 다른 극장판 추천 돈 아까웠음
탈퇴한 사용자,긍정적,9,부정,"환상 적 이었지요 그 섬세한 그 레픽 하 며 극장 이라 그런 지 빵빵 한 음량 이 보는 내내 질리도록 만들 엇 지요 좋은 작품 이라고 생각 됩니다 
 다만 아쉬웠던건 너무 급하게 짜낸것 같단 거지 요 빠른전 개란 점도 좋았지만"
휴면 사용자,긍정적,10,부정,대단해요 정말 대단합니다
안티푸라민,긍정적,10,부정,에바 는 언제나 내게 눈물 을 요구 한 다 감동 이 다시금 날 울렸다
휴면 사용자,긍정적,10,부정,오늘 보고 왔는데 대단하더라 일본 에서 80 몇 개관 으로 박스오피스 1 위 했다던데 우리나라 는 겨우 16 개 관 50 개 만 됬어도 엄청난 기록 을 남길수 있었을텐데 하여튼 재미있었음
휴면 사용자,긍정적,10,부정,이 애니 를 이해 하려면 먼저 주인공 의 입장 이 되어야 한다 판 을 보지 않은 사람 들 이 얘기 하는 것 을 보면 이해 가 되지 않는다 인류 를 구 하기 위 하여 주인공 의 짊 어진 짐 을 이해 할수 있는 사람 이 얼마나 되겠는가
댕구,긍정적,10,부정,에바 의 귀환 새롭게 태어난 에바초호기 멋지게 봤습니다
휴면 사용자,긍정적,9,부정,9 다 좋았는데 스토리 를 너무 급하게 밀고 나간 것 같다 넉 넉 잡 아 2시간 정도 로만 했으면 중간 중간 빼먹은 중요한 장면 들 을 넣어서 스토리 나 설정 을 좀 더 드러내 보일 수 있었을텐데 그래도 그래픽 은 예술 이 더 라
암흑도사,부정적,1,부정,이 게 첨 나온 건가 예전 에 나온 극장판 과 뭐 가 틀린건대
TRUNKS,긍정적,9,부정,20 세기 때 의 감동 그대로 플러스 21 세기 의 기술
휴면 사용자,긍정적,10,부정,잘 만들었네 옛날 판 을 본 사람 이면 더 재미있게 볼 듯
강물처럼,긍정적,10,부정,아이 에서 남자 가 되어 가는 과정 싫지만 그저 운명 처럼 받아들여야 했던 자기 의 과업 을 아니는 사랑 하는 사람 을 위해 친구 를 위해 그리고 인류 를 위해 기꺼이 짊어지 게 된다
마르코,부정적,0,부정,만화 빠돌이 들 아 정신차려라
휴면 사용자,긍정적,8,부정,여전히 멋진 애니메이션
빼도박도,긍정적,10,부정,오늘 에서 보고왔 느데 역시 에반게리온 영화관 에서 보니 오 나전 몰입
아무나여여여,긍정적,10,부정,세계 최고 의 애니메이션 이라 해도 그 누구 도 흠잡을수 없는 애니
beetle55,긍정적,9,부정,만화 를 수 차례 봐서 그런지 비교 가 좀 됐었지만 전개 가 조금 빠른 듯 한 것 빼곤 영화관 에서 봐도 너무 훌륭하고 돈 이 안 아까운 애니 영화 주제곡 한 번 들려줬으면 좋았을 듯
클콜클롤,긍정적,10,부정,재밌어요 애니 안 봐서 낳은듯
John Shin,긍정적,10,부정,"정말 정말 기대 되는 매니악 한 영화 
 보고싶다"
호로록록,긍정적,8,부정,넘 잼 써요
JamesBond,긍정적,10,부정,에반게리온 도 어언 10년 퇴색 하기는 커녕 오히려 더 발전 해서 돌아왔다 가이낙스 10년 동안의 발전 을 보여줘 시대 를 뛰어넘은 명작
휴면 사용자,긍정적,10,부정,국내 개봉 기다리느라 출국 날짜 도 늦췄다는 제 6 사도 의 변신 굳 카오루 의 이른 등장 에 깜놀 했습니다
규니베타,긍정적,8,부정,"그다지 새로운 내용 이 없 단점 에서 8 점 만 
 다시 봐도 신지 는 찌질해 아스카 가 나와야지"
윤선XD,긍정적,10,부정,"에반게리온 을 한국 스크린 에서 보게 되다니 
 우타다 히카루 노래 도 우왕 굳"
min,긍정적,9,부정,매니아 에게는 최고 단 에바 의 명성 을 듣고 아무 것 도 모른 채 처음 극장 으로 발걸음 하면 아무 것 도 얻을 수 없다 반드시 미리 조금 이라도 네이버 에게 도움 을 청 하고 관람 할 것
유민,긍정적,10,부정,아 빨리 파가 나와야 한다 굿
지나가던청년,긍정적,10,부정,우리동네 에는 개봉 을 하지 않는다
kimsang4,긍정적,9,부정,향상 된 그래픽 살짝 달라진 전개 가 돋보인다 다만 에바 를 전 에 보지 못 한 사람 은 알기 여러 울 듯 하다 많은 부분 이 축약 되었다
탈퇴한 사용자,긍정적,10,부정,에바 를 스크린 으로 만난다는것 자체 가 축복 이다 도 굿
권정민,긍정적,10,부정,파 빨리 보고싶 네 욬
욱스,긍정적,10,부정,빠른 전개 와 화려한 액션 에 눈 이 즐거웠다는 그리고 마지막 야시 마 작전 은 그야말로 예술 이었습니다
